Timestamp (ms),X,Y,Z
296821286.0,7.65,16.98,19.74
296823266.0,-4.68,26.74,69.52
296825246.0,-8.95,31.74,11.69
296827226.0,-21.15,-10.71,22.06
296829207.0,29.48,-36.46,55.98
296831187.0,41.07,9.05,19.38
296833167.0,34.0,-14.37,40.73
296835147.0,20.46,-46.34,0.22
296837127.0,13.14,-39.02,17.18
296839108.0,-10.53,-17.3,123.2
296841088.0,-24.81,7.46,-58.83
296843068.0,-15.17,-25.11,4.61
296845048.0,12.28,41.87,83.3
296847029.0,-27.98,32.47,7.66
296849009.0,-60.8,-7.05,28.89
296850989.0,-30.05,25.15,16.08
296852969.0,2.28,48.82,-27.96
296854949.0,18.26,11.12,86.84
296856930.0,-23.71,26.86,16.45
296858910.0,10.33,-5.71,21.33
296860890.0,-17.24,-20.96,71.59
296862870.0,22.65,-26.57,-27.11
296864850.0,34.24,-10.96,10.59
296866831.0,66.94,-34.02,87.94
296868811.0,3.25,-40.97,65.86
296870791.0,-19.19,-60.25,-21.74
296872771.0,-17.49,-16.57,-25.64
296874751.0,7.04,-9.01,56.59
296876732.0,0.08,5.63,145.65
296878712.0,-37.25,23.69,-63.46
296880692.0,-52.99,20.76,14.37
296882672.0,-41.64,8.44,97.58
296884652.0,-16.51,31.99,10.84
296886633.0,10.57,23.45,27.79
296888613.0,-3.46,29.67,49.75
296890593.0,4.47,19.05,32.19
296892573.0,-23.34,-18.4,29.75
296894553.0,17.04,-29.26,53.9
296896534.0,20.09,9.17,9.86
296898514.0,48.64,-14.25,31.45
296900494.0,8.13,-60.0,8.03
296902474.0,8.99,-50.97,8.64
296904455.0,-31.52,-21.21,85.01
296906435.0,-2.36,-4.37,4.98
296908415.0,-5.04,-21.57,-3.68
296910395.0,12.4,38.57,28.65
296912375.0,-37.98,34.43,8.03
296914356.0,-41.15,-10.84,69.52
296916336.0,-29.32,13.56,-30.03
296918316.0,5.45,41.75,0.34
296920296.0,15.94,21.86,106.97
296922276.0,-27.73,19.18,-11.98
296924257.0,9.23,-7.18,34.02
296926237.0,-26.39,-16.57,59.64
296928217.0,34.49,-23.89,8.52
296930197.0,23.99,-17.3,-14.78
296932177.0,70.6,-48.53,107.7
296934158.0,-11.75,-40.36,35.6
296936138.0,-18.95,-56.46,18.77
296938118.0,-10.9,-21.33,-31.25
296940098.0,32.05,-11.45,21.45
296942078.0,-13.09,8.32,139.79
296944059.0,-32.86,25.4,-40.16
296946039.0,-52.99,9.05,-8.44
296948019.0,-29.69,-0.95,129.79
296949999.0,-4.07,29.55,-28.69
296951980.0,5.69,15.39,35.85
296953960.0,1.55,25.76,73.67
296955940.0,1.79,16.37,-11.61
296957920.0,-17.49,-34.5,74.15
296959900.0,5.69,-28.53,9.74
296961881.0,22.04,14.78,11.32
296963861.0,45.95,-28.28,82.45
296965841.0,28.63,-65.37,-51.02
296967821.0,2.77,-45.85,23.4
296969801.0,-15.29,-28.89,134.42
296971782.0,3.5,-3.52,-89.45
296973762.0,-5.53,-22.67,12.91
296975742.0,4.84,31.25,53.66
296977722.0,-38.1,32.96,-17.71
296979702.0,-37.49,-14.98,77.33
296981683.0,-38.1,12.83,-48.82
296983663.0,2.16,40.77,9.25
296985643.0,12.16,12.34,118.07
296987623.0,-11.26,17.96,-40.4
296989603.0,6.18,-20.35,17.79
296991584.0,-17.73,-19.13,102.46
296993564.0,31.8,-6.2,-24.67
296995544.0,28.63,-19.99,-38.09
296997524.0,79.38,-57.44,114.54
296999505.0,-12.36,-33.16,13.03
297001485.0,-14.8,-60.0,48.78
297003465.0,-38.71,-18.64,-51.51
297005445.0,40.59,-6.32,28.04
297007425.0,-23.22,-2.05,126.49
297009406.0,-14.56,30.77,-26.98
297011386.0,-63.6,4.66,-20.4
297013366.0,-13.7,-8.88,155.16
297015346.0,-22.0,34.3,-66.88
297017326.0,21.07,9.78,94.41
297019307.0,-12.97,15.88,33.77
297021287.0,12.77,8.81,6.44
297023267.0,-12.85,-40.73,75.62
297025247.0,0.33,-27.43,7.42
297027227.0,17.89,3.44,65.25
297029208.0,49.37,-25.48,39.14
297031188.0,32.05,-75.13,-27.35
297033168.0,-5.04,-52.56,28.16
297035148.0,-6.02,-20.47,106.85
297037128.0,11.55,-15.11,-40.16
297039109.0,4.6,-20.96,-3.32
297041089.0,1.55,27.47,25.11
297043069.0,-23.1,37.35,28.16
297045049.0,-28.71,-25.11,48.53
297047030.0,-28.95,5.15,-18.32
297049010.0,-14.8,51.26,-9.54
297050990.0,-0.65,12.59,134.79
297052970.0,-4.07,6.73,-36.99
297054950.0,-0.16,-17.06,15.59
297056931.0,-4.8,-20.96,117.59
297058911.0,21.07,-7.3,-36.01
297060891.0,36.8,-24.62,-4.66
297062871.0,57.42,-68.91,65.37
